target,window_size_s,feature_set,model,split_type,n_windows,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,normal_recall,anomaly_recall,f1_anomaly,folds,fold_mcc_mean,fold_mcc_std
binary,5.0,motion_only,dummy_most_frequent,group_cv,1514,106,0.7285336856010568,0.5,0.3642668428005284,0.5,0.4214749713412304,0.0,0.0,1.0,0.8429499426824608,5,0.0,0.0
binary,5.0,motion_only,extra_trees,group_cv,1514,106,0.9207397622192867,0.8631734288039918,0.9359148496763176,0.8631734288039918,0.891291079980757,0.795770546385137,0.7372262773722628,0.9891205802357208,0.947871416159861,5,0.8040799055362944,0.1511498493651267
binary,5.0,motion_only,hist_gradient_boosting,group_cv,1514,106,0.9029062087186261,0.8608561476883438,0.8878993095075499,0.8608561476883438,0.8729670753682567,0.7482669323706962,0.7688564476885644,0.9528558476881233,0.9346376167185416,5,0.7818314870134525,0.22651865927181203
binary,5.0,motion_only,knn,group_cv,1514,106,0.904887714663144,0.9011411037802234,0.8719212024157939,0.9011411037802234,0.8845070720983208,0.7725098877201234,0.8929440389294404,0.9093381686310064,0.9330232558139535,5,0.7945628144134566,0.19097282989605413
binary,5.0,motion_only,logistic_regression,group_cv,1514,106,0.9108322324966975,0.909800301323751,0.8786092769218228,0.909800301323751,0.8919433023509826,0.787792347681876,0.9075425790754258,0.9120580235720761,0.9371215649743828,5,0.8061149330997056,0.09424780411684168
binary,5.0,motion_only,random_forest,group_cv,1514,106,0.9227212681638045,0.8614804128532447,0.9454953240539365,0.8614804128532447,0.8928899893880438,0.8025903903317234,0.7274939172749392,0.9954669084315503,0.9494163424124513,5,0.8129341255679762,0.12395604316432937
binary,5.0,motion_only,svm_rbf,group_cv,1514,106,0.9187582562747688,0.89844882238884,0.8966403162055336,0.89844882238884,0.8975380679239054,0.7950870817816925,0.8540145985401459,0.942883046237534,0.94416704493872,5,0.8250892104756538,0.14738338581957572
binary,5.0,motion_pulse,dummy_most_frequent,group_cv,1514,144,0.7285336856010568,0.5,0.3642668428005284,0.5,0.4214749713412304,0.0,0.0,1.0,0.8429499426824608,5,0.0,0.0
binary,5.0,motion_pulse,extra_trees,group_cv,1514,144,0.939894319682959,0.8954002907355079,0.9528660360578867,0.8954002907355079,0.919142300606782,0.8463175818131757,0.7980535279805353,0.9927470534904805,0.9601052170100833,5,0.8451447453390648,0.1428475504670432
binary,5.0,motion_pulse,hist_gradient_boosting,group_cv,1514,144,0.9114927344782034,0.8720918177145719,0.8992414290955136,0.8720918177145719,0.8842982936399306,0.7708552887776356,0.7858880778588808,0.958295557570263,0.9403914590747331,5,0.8007600557648231,0.20763228195588523
